stop_id,stop_code,stop_name,stop_lat,stop_lon,parent_station
DTRNN_DTRNN,DTRNN,DATARAN NILAI 1,2.82061900,101.79057777,
DTRNN_DTRNNR,DTRNNR,DATARAN NILAI 1,2.82062436,101.79062068,
EMERSON_EMERSON,EMERSON,EMERSON,2.82017965,101.80527091,
EMERSON_EMERSONR,EMERSONR,EMERSON,2.82017965,101.80527091,
ERAB_ERAB,ERAB,ERA BARU,2.72582667,101.92919000,
ERAB_ERABR,ERABR,ERA BARU,2.72282755,101.93093240,
ERAB_52,52,ERA BARU,2.72557639,101.93007410,
ERAB_EBARU,EBARU,ERA BARU,2.72578659,101.92982199,
ERAB_EBARUR,EBARUR,ERA BARU,2.72578659,101.92982199,
ERAB_EB,EB,ERA BARU,2.72578659,101.92982199,
ERAB_EB1,EB1,ERA BARU,2.72578659,101.92982199,
FAMSTR_FAMSTR,FAMSTR,FAMILY STORE,2.68339351,101.90369122,
FAMSTR_FAMSTRR,FAMSTRR,FAMILY STORE,2.68339351,101.90369122,
FAMSTR_FS,FS,FAMILY STORE,2.74720249,101.96367145,
FAMSTR_FSR,FSR,FAMILY STORE,2.74720249,101.96367145,
FSBN2_FSBN2,FSBN2,FLAT SEREMBAN 2,2.67880958,101.89855814,
FSBN2_FSBN2R,FSBN2R,FLAT SEREMBAN 2,2.67880958,101.89855813,
FSTORESB2_FSTORESB2,FSTORESB2,FAMILY STORE SEREMBAN 2,2.68363030,101.90380410,
FSTORESB2_FSTORESB2R,FSTORESB2R,FAMILY STORE SEREMBAN 2,2.68363030,101.90380410,
GADONG_GADONG,GADONG,KAMPUNG GADONG,2.51033954,102.16645718,
GADONG_GADONGR,GADONGR,KAMPUNG GADONG,2.51033954,102.16645717,
GADONG_KK,KK,KAMPUNG GADONG,2.51215232,102.16474056,
GADONG_KKR,KKR,KAMPUNG GADONG,2.51215232,102.16474056,
GAV_GAV,GAV,GARDEN AVENUE,2.68358764,101.89959884,
GAV_GAVR,GAVR,GARDEN AVENUE,2.68358764,101.89959883,
GAV_GRAV,GRAV,GARDEN AVENUE,2.67683589,101.90289161,
GAV_GRAVR,GRAVR,GARDEN AVENUE,2.67683589,101.90289161,
GAV1_GAV1,GAV1,GARDEN AVENUE 1,2.68302976,101.89952435,
GAV1_GAV1R,GAV1R,GARDEN AVENUE 1,2.68302976,101.89952435,
GAV2_GAV2,GAV2,GARDEN AVENUE 2,2.68037787,101.89812899,
GAV2_GAV2R,GAV2R,GARDEN AVENUE 2,2.68037787,101.89812898,
GHFE_GHFE,GHFE,GARDEN HOMES FASA E,2.68138587,101.91167237,
GHFE_GHFER,GHFER,GARDEN HOMES FASA E,2.68138587,101.91167237,
GHOM_GHOM,GHOM,GARDEN HOMES,2.68082263,101.90306425,
GHOM_GHOMR,GHOMR,GARDEN HOMES,2.68082263,101.90306425,
GHOM_GH,GH,GARDEN HOMES,2.68034036,101.90939426,
GHOM_GHR,GHR,GARDEN HOMES,2.68034036,101.90939426,
GN_GN,GN,GIANT NILAI 1,2.81315004,101.79150581,
GN_GNR,GNR,GIANT NILAI 1,2.81315004,101.79150581,
GN2_GN2,GN2,GIANT NILAI 2,2.81315004,101.79150581,
HBS_HBS,HBS,HOSPITAL BESAR TUANKU JAAFAR,2.70997278,101.94175243,
HBS_HBSR,HBSR,HOSPITAL BESAR TUANKU JAAFAR,2.70955482,101.94131792,
HBS_HTJ,HTJ,HOSPITAL BESAR TUANKU JAAFAR,2.70880325,101.94151044,
HBS_HBTJR,HBTJR,HOSPITAL BESAR TUANKU JAAFAR,2.70879955,101.94148958,
HJSCNDL_HJSCNDL,HJSCNDL,HAJI SHARIFF CENDOL,2.72729374,101.94003046,
HJSCNDL_HJSCNDLR,HJSCNDLR,HAJI SHARIFF CENDOL,2.72729374,101.94003045,
HJSCNDL_HC,HC,HAJI SHARIFF CENDOL,2.72729374,101.94003045,
HMWR_HMWR,HMWR,HOSPITAL MAWAR,2.70597003,101.94078147,
HMWR_HMWRR,HMWRR,HOSPITAL MAWAR,2.70600754,101.94064736,
HYTECH_HYTECH,HYTECH,HYTECH,2.83588167,101.81904500,
HYTECH_HYTECHR,HYTECHR,HYTECH,2.83588167,101.81904500,
IKTBN_IKTBN,IKTBN,IKTBN,2.80571853,101.71815276,
IKTBN_IKTBNR,IKTBNR,IKTBN,2.80571853,101.71815276,
IKTBN_IKT,IKT,IKTBN,2.61598250,102.06214070,
IKTBN_IKTR,IKTR,IKTBN,2.61598250,102.06214070,
INTBAKI_INTBAKI,INTBAKI,INT AMINUDIN BAKI TKC,2.72817815,101.79348046,
INTBAKI_INTBAKIR,INTBAKIR,INT AMINUDIN BAKI TKC,2.72817815,101.79348046,
INTGURU_INTGURU,INTGURU,INT PENDIDIKAN GURU,2.72776897,101.79879930,
INTGURU_INTGURUR,INTGURUR,INT PENDIDIKAN GURU,2.72776897,101.79879930,
INTI_INT,INT,KOLEJ INTI,2.81303752,101.75725400,
INTI_INTR,INTR,KOLEJ INTI,2.81303752,101.75725400,
INTI_INTI,INTI,KOLEJ INTI,2.81303752,101.75725400,
INTI_INTIR,INTIR,KOLEJ INTI,2.81303752,101.75725400,
INTMANDU_INTMANDU,INTMANDU,AKADEMI MEMANDU RDS,2.67681992,101.89297012,
INTMANDU_INTMANDUR,INTMANDUR,AKADEMI MEMANDU RDS,2.67681992,101.89297012,
IPDR_IPDR1,IPDR1,IPD REMBAU,2.60126172,102.06952751,
IPDR_IPDR1R,IPDR1R,IPD REMBAU,2.60126172,102.06952750,
IPDR_IPR2,IPR2,IPD REMBAU,2.60126172,102.06952750,
IPDR_IPDR2,IPDR2,IPD REMBAU,2.60126172,102.06952750,
IPGRM_IPGRM,IPGRM,IPG KAMPUS RAJA MELEWAR1,2.73906864,101.95930481,
IPGRM_IPGRMR,IPGRMR,IPG KAMPUS RAJA MELEWAR1,2.73891325,101.95937991,
IPRGM2_IPRGM2,IPRGM2,IPG KAMPUS RAJA MELEWAR2,2.73906864,101.95930481,
IPRGM2_IPRGM2R,IPRGM2R,IPG KAMPUS RAJA MELEWAR2,2.73906864,101.95930481,
JD10_JD10,JD10,JLN DESA RHU 10,2.75008523,101.95883274,
JD10_JD10R,JD10R,JLN DESA RHU 10,2.74916361,101.95975006,
JD10_JDESA10,JDESA10,JLN DESA RHU 10,2.74912016,101.95973096,
KASIA_KASIA,KASIA,TMN DESA KASIA1,2.81980995,101.77463472,
KASIA_KASIAR,KASIAR,TMN DESA KASIA1,2.81980995,101.77463471,
KBI_KBI,KBI,KG BELIHOI,2.76840800,101.90865100,
KBI_KBIR,KBIR,KG BELIHOI,2.76840800,101.90865100,
KBNI2_KBNI2,KBNI2,KG BARU NILAI 2,2.80494162,101.80064678,
KBRH_TRR,TRR,KAMPUNG BARU RAHANG,2.69576752,101.96798980,
KBRH_F500R,F500R,KAMPUNG BARU RAHANG,2.69576752,101.96798980,
KBRH_TR,TR,KAMPUNG BARU RAHANG,2.69576752,101.96798980,
KBRH_KBRH,KBRH,KAMPUNG BARU RAHANG,2.69577824,101.96806490,
KBRH_KBRHR,KBRHR,KAMPUNG BARU RAHANG,2.69577824,101.96806490,
KBRH_T60,T60,KAMPUNG BARU RAHANG,2.69599794,101.96797371,
KBRH_T60R,T60R,KAMPUNG BARU RAHANG,2.69599794,101.96797370,
KBRH_F500,F500,KAMPUNG BARU RAHANG,2.69595507,101.96809173,
KEMS_KEMS,KEMS,KEM TENTERA SIKAMAT1,2.72938617,101.95516348,
KEMS_KEMSR,KEMSR,KEM TENTERA SIKAMAT1,2.72938617,101.95516347,
KFCJT_KFCJT,KFCJT,KFC TEMIANG,2.73264403,101.93633974,
KFCJT_KFCJTR,KFCJTR,KFC TEMIANG,2.73264403,101.93633973,
KFCJT_KFCJLNT,KFCJLNT,KFC TEMIANG,2.73264403,101.93633973,
KFCJT_KFCMNG,KFCMNG,KFC TEMIANG,2.73264403,101.93633973,
KFCJT_52R,52R,KFC TEMIANG,2.73264403,101.93633973,
KFCREMBAU_KFCREMBAUR,KFCREMBAUR,KFC REMBAU,2.58946139,102.09261596,
KFCREMBAU_KFCREMBAU,KFCREMBAU,KFC REMBAU,2.58946139,102.09261596,
KGB15_KGB15,KGB15,KG GEBOK BT15,2.83720164,101.85971439,
KGB15_KGB15R,KGB15R,KG GEBOK BT15,2.83720164,101.85971438,
KGBATU_KGBATU,KGBATU,KAMPUNG BATU  LONGGOK  KG  BATU,2.58426320,102.11632669,
KGBATU_KGB,KGB,KAMPUNG BATU  LONGGOK  KG  BATU,2.58380903,102.11475223,
KGBATU_KGBR,KGBR,KAMPUNG BATU  LONGGOK  KG  BATU,2.58345266,102.11361095,
KGBATU_KGBATUR,KGBATUR,KAMPUNG BATU  LONGGOK  KG  BATU,2.58426320,102.11632668,
KGBC_KGBC,KGBC,KG BARU CINA,2.58715232,101.86459722,
KGBC_KGBCR,KGBCR,KG BARU CINA,2.58715232,101.86459722,
KGBC_KBC,KBC,KG BARU CINA,2.74278612,101.85808460,
KGBC_KBCR,KBCR,KG BARU CINA,2.74278612,101.85808460,
KGBRNILAI_KGBRNILAI,KGBRNILAI,KG BARU NILAI,2.80494162,101.80064678,
KGBRNILAI_KGBRNILAIR,KGBRNILAIR,KG BARU NILAI,2.80494162,101.80064678,
KGBRNILAI_KGBN,KGBN,KG BARU NILAI,2.80494162,101.80064678,
KGBRSH_KGBRR,KGBRR,KAMPUNG BARU RASAH,2.69717680,101.93728923,
KGBRSH_KGBRSH503,KGBRSH503,KAMPUNG BARU RASAH,2.70013468,101.93360925,
KGBRSH_KGBRSH503R,KGBRSH503R,KAMPUNG BARU RASAH,2.70013468,101.93360924,
KGBRSH_KGBR,KGBR,KAMPUNG BARU RASAH,2.69717680,101.93728924,
KGBT6_KGBT6,KGBT6,KAMPUNG BATU 6,2.73620896,101.87811610,
KGBT6_KGBT6R,KGBT6R,KAMPUNG BATU 6,2.73620896,101.87811610,
KGCHULU_KGCHULU,KGCHULU,KAMPUNG CHENGKAU ULU,2.53409696,102.14531332,
KGCHULU_KGCHULUR,KGCHULUR,KAMPUNG CHENGKAU ULU,2.53409697,102.14531332,
KGDMSAID_KGDMSAID,KGDMSAID,KG DATO MOHD SAID,2.72160863,101.91158458,
KGDMSAID_KGDMSAIDR,KGDMSAIDR,KG DATO MOHD SAID,2.72160863,101.91158458,
KGJRGKG_KGJRGKG,KGJRGKG,KAMPUNG JERANGKANG,2.77753518,101.80657446,
KGJRGKG_KGJRGKGR,KGJRGKGR,KAMPUNG JERANGKANG,2.77748160,101.80672467,
KGKENDOG_KGKENDOG,KGKENDOG,KAMPUNG KENDONG,2.49731645,102.18029201,
KGKENDOG_KGKENDOGR,KGKENDOGR,KAMPUNG KENDONG,2.49731645,102.18029201,
KGKENDOG_KK,KK,KAMPUNG KENDONG,2.50399415,102.17273355,
KGKENDOG_KKR,KKR,KAMPUNG KENDONG,2.50399415,102.17273354,
KGKLIG_TK,TK,KAMPUNG TANJUNG KELING,2.58797160,102.09860802,
KGKLIG_KGKLIG,KGKLIG,KAMPUNG TANJUNG KELING,2.58905947,102.09810376,
KGKLIG_KGKLIGR,KGKLIGR,KAMPUNG TANJUNG KELING,2.58905947,102.09810376,
KGKLIG_KGKLIG60,KGKLIG60,KAMPUNG TANJUNG KELING,2.58793945,102.09866166,
KGKLIG_KGKLIG60R,KGKLIG60R,KAMPUNG TANJUNG KELING,2.58797160,102.09860802,
KGKPDI_KGKPDI,KGKPDI,KG KILANG PADI,2.75994435,101.81961000,
KGKPDI_KGKPDIR,KGKPDIR,KG KILANG PADI,2.75994435,101.81960999,
KGKPDI_KKP,KKP,KG KILANG PADI,2.75832986,101.81999858,
KGKPDI_KKPR,KKPR,KG KILANG PADI,2.75832986,101.81999858,
KGLADA_KGLADA,KGLADA,BALAI RAYA KAMPUNG LADA,2.54653555,102.13308513,
KGLADA_KGLADAR,KGLADAR,BALAI RAYA KAMPUNG LADA,2.54653555,102.13308513,
KGLADA_BRC,BRC,BALAI RAYA KAMPUNG LADA,2.54647660,102.13307977,
KGLADA_BKLR,BKLR,BALAI RAYA KAMPUNG LADA,2.54647660,102.13307976,
KGLBR_KL,KL,KAMPUNG LAMBAR,2.76452346,101.81571880,
KGLBR_KGLBR,KGLBR,KAMPUNG LAMBAR,2.76284313,101.81723893,
KGLBR_KGLBRR,KGLBRR,KAMPUNG LAMBAR,2.76445059,101.81575835,
KGLBR_KLR,KLR,KAMPUNG LAMBAR,2.76452346,101.81571880,
KGPLU_KPL,KPL,KAMPUNG PULAU LAMBAR,2.76258009,101.81750494,
KGPLU_KPLR,KPLR,KAMPUNG PULAU LAMBAR,2.76258009,101.81750494,
KGPLU_KGPLU,KGPLU,KAMPUNG PULAU LAMBAR,2.76669566,101.81407928,
KGPLU_KGPLUR,KGPLUR,KAMPUNG PULAU LAMBAR,2.76681890,101.81395590,
KGSEBIR_KGSEBIR,KGSEBIR,KG SEBIR,2.72866815,101.88264191,
KGSEBIR_KGSEBIRR,KGSEBIRR,KG SEBIR,2.72866815,101.88264191,
KGSEBIR_KS,KS,KG SEBIR,2.72912322,101.88237469,
KGSEBIR_KSR,KSR,KG SEBIR,2.72912322,101.88237469,
KGSEN_KGSEN,KGSEN,KG SENDAYAN,2.66977935,101.85081798,
KGSEN_KGSENR,KGSENR,KG SENDAYAN,2.66977935,101.85081798,
KGSGMHG_KGSM,KGSM,KG SG MAHANG,2.84124353,101.82812900,
KGSGMHG_KGSMR,KGSMR,KG SG MAHANG,2.84124353,101.82812900,
KGSGMHG_KGSGMHG,KGSGMHG,KG SG MAHANG,2.82420880,101.82318807,
KGSGMHG_KGSGMHGR,KGSGMHGR,KG SG MAHANG,2.82420880,101.82318806,
KGTGSNA_KGTGSNA,KGTGSNA,KAMPUNG TANJUNG SENA,2.59244765,102.08741918,
KGTGSNA_KGTGSNAR,KGTGSNAR,KAMPUNG TANJUNG SENA,2.59244765,102.08741918,
KGTMNTSK_KGTMNTSK,KGTMNTSK,KAMPUNG TAMAN TASIK,2.47869803,102.21273065,
KGTMNTSK_KGTMNTSKR,KGTMNTSKR,KAMPUNG TAMAN TASIK,2.47869803,102.21273064,
KK1_KK1,KK1,KOLEJ KEDIAMAN 1,2.84719397,101.78061068,
KKA2_KKA2,KKA2,KOLEJ KEDIAMAN ACASIA AVENUE USIM 2,2.83633367,101.78743958,
KKDS_KKDS,KKDS,KOMP DAERAH SEPANG,2.81036390,101.74442232,
KKDS_KKDSR,KKDSR,KOMP DAERAH SEPANG,2.81036390,101.74442231,
KKHOTEL_KKHOTEL,KKHOTEL,KK HOTEL,2.85527350,101.79942369,
KKHOTEL_KKHOTELR,KKHOTELR,KK HOTEL,2.85527350,101.79942369,
KKODK_KKODK,KKODK,KAMPUNG KONDOK,2.79110225,101.79628485,
KKODK_KKODKR,KKODKR,KAMPUNG KONDOK,2.79098933,101.79638207,
KKODK_KKD,KKD,KAMPUNG KONDOK,2.79627449,101.79243907,
KKODK_KKDR,KKDR,KAMPUNG KONDOK,2.79627449,101.79243907,
KKSBN2_KKSBN2,KKSBN2,KLINIK KESIHATAN SEREMBAN 2,2.68409883,101.91722984,
KKSBN2_KKSBN2R,KKSBN2R,KLINIK KESIHATAN SEREMBAN 2,2.68409883,101.91722984,
KKSDYN_KKSDYN,KKSDYN,KLINIK KESIHATAN SENDAYAN,2.67936510,101.84705436,
KKSDYN_KKSDYNR,KKSDYNR,KLINIK KESIHATAN SENDAYAN,2.67936510,101.84705436,
KL_KL,KL,KOLEJ LEGENDA,2.82176023,101.87024474,
KL_KL2,KL2,KOLEJ LEGENDA,2.82176023,101.87024474,
KLGMAYC_KLGMAYC,KLGMAYC,KILANG MEMPROSES ANAK AYAM CHENGKAU,2.54069946,102.13921666,
KLGMAYC_KLGMAYCR,KLGMAYCR,KILANG MEMPROSES ANAK AYAM CHENGKAU,2.54069946,102.13921666,
KLGWRP_KLGWRP,KLGWRP,KILANG WRP,2.80570824,101.73083129,
KLGWRP_KLGWRPR,KLGWRPR,KILANG WRP,2.80570824,101.73083129,
KLIA2_KLIA2,KLIA2,KLIA2,2.74548785,101.68499529,
KLIA2_KLIA2R,KLIA2R,KLIA2,2.74548785,101.68499529,
KLIDBGGK_KLIDBGGK,KLIDBGGK,KLINIK DESA BONGEK,2.56894050,102.12217927,
KLIDBGGK_KLIDBGGKR,KLIDBGGKR,KLINIK DESA BONGEK,2.56894050,102.12217926,
KMPLAZA_KMPLAZA,KMPLAZA,KM PLAZA,2.72288090,101.93762920,
KMPLAZA_KMPLAZAR,KMPLAZAR,KM PLAZA,2.72288090,101.93762920,
KMPLAZA_KM,KM,KM PLAZA,2.72288090,101.93762920,
KMPLAZA_KMP,KMP,KM PLAZA,2.72288090,101.93762920,
KMPLAZA_F508,F508,KM PLAZA,2.72288090,101.93762920,
KMPLAZA2_KMPLAZA2,KMPLAZA2,KM PLAZA 2,2.72321336,101.93751454,
KMPLAZA2_KMPLAZA2R,KMPLAZA2R,KM PLAZA 2,2.72321336,101.93751454,
KNGR_KNGR,KNGR,KOLEJ NEGERI,2.69353304,101.91146493,
KNGR_KNGRR,KNGRR,KOLEJ NEGERI,2.69353304,101.91146492,
KOOP_KOOPR,KOOPR,TMN KOOP,2.72545315,101.92792296,
KOOP_TKOOP,TKOOP,TMN KOOP,2.72545315,101.92792296,
KOOP_KOOP,KOOP,TMN KOOP,2.72545315,101.92792296,
KOOP_TKR,TKR,TMN KOOP,2.72545315,101.92792296,
KOPSEN_KOPSEN,KOPSEN,BGN KOPERASI WANITA SENDAYAN,2.67339940,101.84371186,
KOPSEN_KOPSENR,KOPSENR,BGN KOPERASI WANITA SENDAYAN,2.67339940,101.84371186,
KOTATRA_KOTATRA,KOTATRA,KOTA TRADING,2.50737587,102.16967583,
KOTATRA_KOTATRAR,KOTATRAR,KOTA TRADING,2.50529646,102.17199862,
KPDN_SAQ,SAQ,SURAU AL-QUDWAH KPNKK,2.70019965,101.91041561,
KPDN_SAQR,SAQR,SURAU AL-QUDWAH KPNKK,2.70019965,101.91041561,
KPDN_KPDN,KPDN,SURAU AL-QUDWAH KPNKK,2.69885936,101.91055834,
KPDN_KPDNR,KPDNR,SURAU AL-QUDWAH KPNKK,2.69885936,101.91055834,
KPJPALMMAL_KPJPALMMAL,KPJPALMMAL,KPJ PALM MALL,2.71945753,101.92192512,
KPJPALMMAL_KPJPALMMALR,KPJPALMMALR,KPJ PALM MALL,2.71945753,101.92192512,
KPKK_KPKK,KPKK,KLINIK PAKAR KANAK-KANAK,2.72762724,101.93800807,
KPKK_KPKK2,KPKK2,KLINIK PAKAR KANAK-KANAK,2.72762724,101.93800807,
KPKRJAN_KPKRJANR,KPKRJANR,KOMPLEKS KERAJAAN REMBAU,2.59116553,102.09692895,
KPKRJAN_KPKRJAN,KPKRJAN,KOMPLEKS KERAJAAN REMBAU,2.59116553,102.09692895,
KPKRJAN_KK,KK,KOMPLEKS KERAJAAN REMBAU,2.59116553,102.09692895,
KPKRJAN_KKR,KKR,KOMPLEKS KERAJAAN REMBAU,2.59116553,102.09692895,
KPLMBR_KPLMBR,KPLMBR,KAMPUNG PULAU,2.76663739,101.81425239,
KPLMBR_KPLMBRR,KPLMBRR,KAMPUNG PULAU,2.76670755,101.81414720,
KPN3_KPN3,KPN3,KAW PERINDUSTRIAN NILAI 3,2.85226833,101.80490000,
KPN3_KPN3R,KPN3R,KAW PERINDUSTRIAN NILAI 3,2.85226833,101.80490000,
KPPTH_KPPTH,KPPTH,KAMPUNG PASIR PUTEH,2.74325881,101.85231149,
KPPTH_KPPTHR,KPPTHR,KAMPUNG PASIR PUTEH,2.74325881,101.85231149,
KPRNSINN7_KPRNSINN7,KPRNSINN7,KAW PERINDUSTRIAN NILAI 7,2.84571522,101.81403100,
KPRNSINN7_KPRNSINN7R,KPRNSINN7R,KAW PERINDUSTRIAN NILAI 7,2.84571522,101.81403100,
KPRTINSNW_KPRTINSNW,KPRTINSNW,KAWASAN PERINDUSTRIAN SENAWANG,2.67761285,101.98069274,
KPRTINSNW_KPRTINSNWR,KPRTINSNWR,KAWASAN PERINDUSTRIAN SENAWANG,2.67761285,101.98069274,
KPSGGDT_KPSGGDT,KPSGGDT,KAWASAN PERINDUSTRIAN SUNGAI GADUT,2.66273204,102.01071203,
KPSGGDT_KPSGGDTR,KPSGGDTR,KAWASAN PERINDUSTRIAN SUNGAI GADUT,2.66273204,102.01071202,
KSD2_KSD2,KSD2,KOMPLEKS SUKAN DREAMTEL2,2.81157747,101.77505851,
KSDT_KSDT,KSDT,KOMPLEKS SUKAN DREAMTEL1,2.81157747,101.77505851,
KTMS_KTMS,KTMS,KTM SEREMBAN,2.71884093,101.94131255,
KTMS_KTMSR,KTMSR,KTM SEREMBAN,2.71881949,101.94136083,
KTMS_KTMSBN,KTMSBN,KTM SEREMBAN,2.71881949,101.94136083,
KTMSG_KTMSG,KTMSG,KTM SUNGAI GADUT,2.66023492,101.99636221,
KTMSG_KTMSGR,KTMSGR,KTM SUNGAI GADUT,2.66023492,101.99636220,
KTMSG_KTMSG509,KTMSG509,KTM SUNGAI GADUT,2.66023492,101.99636221,
KTMSG_KTMSG509R,KTMSG509R,KTM SUNGAI GADUT,2.66023492,101.99636221,
KTMSG_KTMSG60,KTMSG60,KTM SUNGAI GADUT,2.66023492,101.99636221,
KTMSG_KTMSG60R,KTMSG60R,KTM SUNGAI GADUT,2.66023492,101.99636221,
KTMSG_KTM1,KTM1,KTM SUNGAI GADUT,2.66008359,101.99631012,
KTMSG_KM2,KM2,KTM SUNGAI GADUT,2.66005840,101.99629751,
KTMSG_K,K,KTM SUNGAI GADUT,2.66017061,101.99539393,
KTMSG_KR,KR,KTM SUNGAI GADUT,2.66017061,101.99539393,
KTMSG1_KTMSG1,KTMSG1,KTM SG GADUT1,2.66047257,101.99686963,
KTMSG1_KTMSG1R,KTMSG1R,KTM SG GADUT1,2.66064282,101.99669293,
KTMSG1_KTM,KTM,KTM SG GADUT1,2.66012507,101.99541539,
KTMSG1_KTMR,KTMR,KTM SG GADUT1,2.66012507,101.99541538,
KTMSGPL_KTMSGG,KTMSGG,KTM SUNGAI GADUT PARKING,2.66018787,101.99634134,
KTMSGPL_KTMSGPLR,KTMSGPLR,KTM SUNGAI GADUT PARKING,2.66018787,101.99634134,
KTMSNWG_K,K,KTM,2.71884093,101.94131255,
KTMSNWG_KR,KR,KTM,2.71884093,101.94131255,
KTMSNWG_KTMSNWG,KTMSNWG,KTM,2.68969635,101.97178781,
KTMSNWG_KTMSNWGR,KTMSNWGR,KTM,2.68969635,101.97178781,
KTMSNWG_KTMSNWG509,KTMSNWG509,KTM,2.68946947,101.97035340,
KTMSNWG_KTMSNWG500,KTMSNWG500,KTM,2.68938020,101.97041988,
KTNBB_KTNBB,KTNBB,KTM BATANG BENAR,2.83039180,101.82731867,
KTNBB_KTNBBR,KTNBBR,KTM BATANG BENAR,2.82997389,101.82703435,
KTNBB_KTM,KTM,KTM BATANG BENAR,2.82997389,101.82703435,
KTNBB_KTMR,KTMR,KTM BATANG BENAR,2.82997389,101.82703435,
KTS2_KTS2,KTS2,KEM TENTERA SIKAMAT2,2.72938617,101.95516348,
KTS2_KTS2R,KTS2R,KEM TENTERA SIKAMAT2,2.72938617,101.95516348,
KUARTJPJ_KUARTJPJ,KUARTJPJ,KUARTERS JPJ,2.65518573,102.02313066,
KUARTJPJ_KUARTJPJR,KUARTJPJR,KUARTERS JPJ,2.65518573,102.02313065,
KWSP_KWSP,KWSP,KWSP SEREMBAN,2.71988581,101.94300771,
KWSP_KWSPR,KWSPR,KWSP SEREMBAN,2.71988581,101.94300770,
KWSP_KWSPSBN,KWSPSBN,KWSP SEREMBAN,2.71988581,101.94300771,
LUCKYP_LUCKYP,LUCKYP,RESTOREN LUCKY PALACE,2.69816155,101.91066442,
LUCKYP_LUCKYPR,LUCKYPR,RESTOREN LUCKY PALACE,2.69827947,101.91082420,
MASBT17_MASBT17,MASBT17,MASJID BATU 17,2.59556520,102.07544982,
MASBT17_MASBT17R,MASBT17R,MASJID BATU 17,2.59556520,102.07544982,
MASJDKGBT_MASJDKGBTR,MASJDKGBTR,MASJID KAMPUNG BATU,2.58458608,102.11577415,
MASJDKGBT_MASJDKGBT,MASJDKGBT,MASJID KAMPUNG BATU,2.58458608,102.11577415,
MASJIDCU_MASJIDCU,MASJIDCU,MASJID CHENGKAU,2.53751612,102.14201689,
MASJIDCU_MASJIDCUR,MASJIDCUR,MASJID CHENGKAU,2.53751612,102.14201688,
MASJIDCU_MC,MC,MASJID CHENGKAU,2.55591934,102.12597191,
MASJIDCU_MCR,MCR,MASJID CHENGKAU,2.55591934,102.12597191,
MASJIDKBG_MASJIDKBG,MASJIDKBG,MASJID BONGEK,2.56549062,102.12321460,
MASJIDKBG_MASJIDKBGR,MASJIDKBGR,MASJID BONGEK,2.56549062,102.12321460,
MCDS2_MCDS2,MCDS2,MCD SEREMBAN 2,2.69131588,101.90562167,
MCDS2_MCDS2R,MCDS2R,MCD SEREMBAN 2,2.69131588,101.90562167,
MDNSLRAR_MDNSLRAR,MDNSLRAR,MEDAN SELERA REMBAU,2.60371073,102.06883013,
MDNSLRAR_MDNSLRARR,MDNSLRARR,MEDAN SELERA REMBAU,2.60371073,102.06883013,
MDNSSK_MDNSSK,MDNSSK,MEDAN SELERA SRI KENDONG,2.49515129,102.18432605,
MDNSSK_MDNSSKR,MDNSSKR,MEDAN SELERA SRI KENDONG,2.49515129,102.18432605,
MDNSSK_MS,MS,MEDAN SELERA SRI KENDONG,2.49515129,102.18432605,
MDNSSK_MSR,MSR,MEDAN SELERA SRI KENDONG,2.49515129,102.18432605,
MJDBTGBNR_MJDBTGBNR,MJDBTGBNR,MASJID BATANG BENAR,2.84433291,101.82717383,
MJDBTGBNR_MJDBTGBNRR,MJDBTGBNRR,MASJID BATANG BENAR,2.84433291,101.82717382,
MKG_MKG,MKG,MASJID KG GEBOK,2.83487901,101.86328173,
MKG_MKGR,MKGR,MASJID KG GEBOK,2.83487901,101.86328172,
MLHILR_MLHILR,MLHILR,MASJID LABU HILIR,2.78100797,101.80142595,
MLHILR_MLHILRR,MLHILRR,MASJID LABU HILIR,2.78100797,101.80142595,
MPM_MPM,MPM,MEDAN SELERA REMBAU,2.66993578,101.92245126,
MPM_MPMR,MPMR,MEDAN SELERA REMBAU,2.66993578,101.92245126,
MPM_MS,MS,MEDAN SELERA REMBAU,2.60371073,102.06883013,
MPM_MSR,MSR,MEDAN SELERA REMBAU,2.60371073,102.06883013,
MPPTH_MPPTH,MPPTH,MASJID PASIR PUTEH,2.74299090,101.85091138,
MPPTH_MPPTHR,MPPTHR,MASJID PASIR PUTEH,2.74299090,101.85091137,
MSLE_MSLE,MSLE,MEDAN SELERA SALAK TINGGI,2.80793673,101.73527062,
MSLE_MSLER,MSLER,MEDAN SELERA SALAK TINGGI,2.80793673,101.73527061,
MZM_MZM,MZM,MUZIUM NEGERI,2.71833724,101.92027867,
MZM_MZMR,MZMR,MUZIUM NEGERI,2.71841226,101.92006409,
MZM_54,54,MUZIUM NEGERI,2.71841226,101.92006409,
MZM_54R,54R,MUZIUM NEGERI,2.71841226,101.92006409,
MZM_M,M,MUZIUM NEGERI,2.71841226,101.92006409,
N3SM_N3SM,N3SM,NILAI 3 STREET MALL,2.85238566,101.80732012,
N3SM_N3SMR,N3SMR,NILAI 3 STREET MALL,2.85238566,101.80732011,
NILAISQ_NILAISQ,NILAISQ,NILAI SQUARE,2.82131553,101.79110885,
NILAISQ_NILAISQR,NILAISQR,NILAI SQUARE,2.82131553,101.79110884,
NILAISQ_NS,NS,NILAI SQUARE,2.81730244,101.81501806,
NILAISQ_NSR,NSR,NILAI SQUARE,2.81730244,101.81501805,
